Number of Reviews,Channel,Brand,Source Name,Item ID,Product_ID,Catalog,Stage of Development,Data Cycle,Source Product Identifier,Brand Raw,Entity Type,Link,Title,Description,About,Product Category,Source Ingredient,Relevancy,Relevancy 1,Final Relevancy,Solution Type,Geography,Rating,Configuration Name,Name,ASIN,rand_id
0,Amazon USA,Evaxo,Amazon USA,Amazon USA_20190523_121524,Product_20190523_76458,Product,Product,2019 Q1,B07RQ85GBM,EVAXO,Brand,https://www.amazon.com/dp/B07RQ85GBM,Expect More Uncle Ben's READY RICE Cheddar & Broccoli 8.5 oz pack of 6#p,Squeeze pouch to separate rice. Tear 2 inches to vent. Heat on HIGH for 90 seconds. Warnings Partially produced with genetic engineering. Caution: Steam from pouch will be hot.,About the product RICE Cheddar More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,,Amazon Products,,B07RQ85GBM,0.67514935
0,Amazon USA,Zaiqa Exquisite Taste,Amazon USA,Amazon USA_20190523_127658,Product_20190523_82592,Product,Product,2019 Q1,B07PYYTM2F,Zaiqa Exquisite Taste,,https://www.amazon.com/dp/B07PYYTM2F,"Bulgur Wheat #3 | Easy to Prepare, Delicious to Taste, 100% Whole Wheat Goodness | Good for Nutritious Quick Side Dishes, Pilafs & Soups | Also a Rice Alternative - 2 LBS (No. 3 - Coarse Grain)",,"About the product EXCITE YOUR TASTE: Just when you feel the time is right to uplift traditional Rice, Couscous and Quinoa dishes with something new, you may want to embark on a culinary adventure with bulghur; a quick-cooking, nutty-flavored, whole grain food that cooks in about the time it takes you to order fast food. Only difference – you get a good mix of nutrition, taste and convenience in one place NUTRITION PACKED: One of the oldest good-for-you nutritious super food that is a potent package of dietary fiber, vitamins, phytonutrients, minerals & antioxidants, which is why they are often included in many healing diets, like the Mediterranean diet. Great source of plant-based protein with a high dose of fiber that ferments in the gut to produce short-chain fatty acids (SCFA) which not only improve immunity and nutrient absorption but also helps balance pH of the body GOLDEN GRAIN GOODNESS: Our burghul contains nothing artificial, no cholesterol, has a lower-glycemic index, and is naturally non-GMO (...as are other whole wheat derived grains). Bulgar is sometimes referred to as the “Middle Eastern pasta” for its versatility as a base for some hot breakfast cereals, all sorts of side dishes for lunch or dinner, pilafs and salads such as Tabbouleh (also spelled as Tabouli or Tabouleh) to name just a few HIGH YIELD AND RESILIENT: Make 2.5x – 3x more food with just 2lbs of Zaiqa Bulgur Wheat; an excellent choice for difficult times, off-grid living & disaster stricken regions. Know the difference between Cracked Wheat & Bulgur Wheat before storing for a longer period. Cracked wheat is raw & uncooked whereas wheat kernels that are cleaned, boiled, dried, ground by a mill & then sorted by size, are called bulgur – which cooks faster & stores better. Most retail stores sell Bulgur, not Cracked Wheat MINIMALISTIC APPROACH: Simple, yet secure packaging. Allows for storage at home in an airtight glass or canning jar More",Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Wheat Berries,,Nope;Yes,,Yes,Bulgur;General Rice,USA,,Amazon Products,,B07PYYTM2F,0.375169898
0,Amazon USA,Unknown,Amazon USA,Amazon USA_20190523_120306,Product_20190523_75240,Product,Product,2019 Q1,B003R7KT8Q,Unknown,,https://www.amazon.com/dp/B003R7KT8Q,"Bebivita GemÃ1⁄4se-Risotto + Huhn 1570, 4er Pack (4 x 2 x 250 g StÃ1⁄4ck)","Bebivita Gemüse-Risotto + Huhn 1570, 4er Pack (4 x 2 x 250 g Stück)","About the product Bebivita Gemüse-Risotto + Huhn 1570, 4er Pack (4 x 2 x 250 g Stück) More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Yes,,Yes,General Rice,USA,,Amazon Products,,B003R7KT8Q,0.642532317
1,Amazon USA,Nishiki,Amazon USA,Amazon USA_20190523_156203,Product_20190523_111137,Product,,2019 Q1,B004NPK77Y,Nishiki,,https://www.amazon.com/dp/B004NPK77Y,Nishiki Rice Brown 2 LB,"We have begun this journey with items for your home and body. Our products will provide the highest efficacy and performance that you would expect from the best things found on earth. We seek to use ingredients that are plant derived, GMO-free, organically certified when possible, and sourced from domestic suppliers to keep jobs in our local communities.",About the product Prepared in a dedicated Gluten-free allergy-friendly facility More,Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Brown,,Yes,,Yes,Wholegrain/Brown Rice,USA,3,Amazon by ASIN,,B004NPK77Y,0.361342734
0,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_123672,Product_20190523_78606,Product,Product,2019 Q1,B00IB24QRC,Zatarain's,Company,https://www.amazon.com/dp/B00IB24QRC,Zatarain's RICE PILAF New Orleans Style 6.3oz (2 pack),"Ingredients: ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE, MONONITRATE, FOLIC ACID), ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, GARLIC, MONOSODIUM GLUTAMATE (FLAVOR ENHANCER), SUGAR, ONION, WHEAT BRAN, RED AND GREEN BELL PEPPER, TOMATO, YEAST EXTRACT, SPICES (INCLUDING TURMERIC, RED PEPPER, AND PAPRIKA), HYDROLYZED CORN GLUTEN AND SOY PROTEIN, CORN SYRUP SOLIDS, DISODIUM INOSINATE & GUANYLATE (FLAVOR ENHANCERS), NATURAL FLAVOR, AND EXTRACTIVES OF PAPRIKA.","About the product 2 - 6.3oz Boxes of New Orleans Style RICE PILAF by Zatarain's Zatarain's long grain rice and orzo combination mixed with onion, garlic, and red and green bell peppers make this the perfect rice pilaf. Serve with your favorite chicken, beef or seafood entree. Zatarain's has been the leader in authentic New Orleans style food since 1889. So when you want great flavor, Jazz It Up with Zatarain's! More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Pilaf",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00IB24QRC,0.010005816
2,Amazon USA,LoveSome,Amazon USA,Amazon USA_20190523_121441,Product_20190523_76375,Product,Product,2019 Q1,B07CZ1MHX7,LoveSome,,https://www.amazon.com/dp/B07CZ1MHX7,"LoveSome Quick Oatmeal, 42 Ounce (Pack of 12)",LoveSome Quick Oats is a great way to start your day. Oats are a good source of fiber and zero fat food.,"Über das Produkt Lowfat, Good Source of Fiber No Sugar Added No Sodium Weitere",Grocery & Gourmet Food › Frühstücksspeisen › Müsli & Cerealien › Hafer- und Getreideflocken,,Yes,,Yes,Oats,USA,5,Amazon Products,,B07CZ1MHX7,0.761078462
2,Amazon USA,Quaker Oats,Amazon USA,Amazon USA_20190523_124986,Product_20190523_79920,Product,Product,2019 Q1,B0037YQ2ZS,Quaker,Company,https://www.amazon.com/dp/B0037YQ2ZS,"Quaker Instant Oatmeal Weight Control Variety, 12.6 oz",Quaker flavor variety weight control instant oatmeal is a delicious and healthy hot breakfast. Each serving of Quaker diet oatmeal contains seven grams of protein and six grams of fiber plus vitamins and minerals to help keep you healthy. .,About the product To help with your weight management plan Quaker flavor variety weight control instant oatmeal is a delicious and healthy hot breakfast. Each serving of Quaker diet oatmeal contains seven grams of protein and six grams of fiber plus vitamins and minerals to help keep you healthy. . More,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,2.6,Amazon Products,,B0037YQ2ZS,0.350791414
5,Amazon USA,Silver Palate,Amazon USA,Amazon USA_20190523_124779,Product_20190523_79713,Product,Product,2019 Q1,B001EQ5QOE,Silver Palate,,https://www.amazon.com/dp/B001EQ5QOE,"The Silver Palate Oatmeal, Thick & Rough, 16-Ounce Box (Pack of 12)","The Silver Palate Oatmeal, Thick & Rough is 100% whole grain milled oats. These whole grain oats are milled extra thick for richer flavor and rougher texture than regulate oatmeal. NASFT product award finalist. Silver Palate Thick & Rough oats are brim full of complex carbohydrates with all natural goodness of the whole grain of oats with no salt, no sugar and no fat added.",,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,5,Amazon Products,,B001EQ5QOE,0.050801862
0,Amazon USA,Alma Gourmet,Amazon USA,Amazon USA_20190523_120990,Product_20190523_75924,Product,Product,2019 Q1,B00U9WPWIO,Alma Gourmet,,https://www.amazon.com/dp/B00U9WPWIO,Calasparra Paella Rice DOP 1 Kg Bag (2.2 Pound) by Alma Gourmet by Alma Gourmet,"Granted DOP status in 1986, Calasparra is still, to this day, the only such protected rice in the European community;Unlike most other Mediterranean rices, Calsaparra rice is grown in the high mountains of Spain's Murcia province, where it is irrigated by pure, cold mountain waters. Calasparra rice is grown free from pesticides and herbicides and is processed without the use of any chemicals;Calasparra rice is the result of a long, slow maturation process which produces a rice that is far superior for paella and other traditional Spanish rice dishes. This maturation process results in a very dry rice grain, enabling it to absorb far more of the flavorful broth and spices than other short grain rices. It is precisely these properties that make this rice the best suited for paella and other traditional Spanish dishes;Calasparra rice was he first rice in the world to have its proper appellation of origin. The grain once cooked remains firm and tasty;Product of Spain-Imported by Alma Gourmet",About the product Calasparra Paella Rice DOP 1 Kg Bag (2.2 Pound) by Alma Gourmet More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Paella",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00U9WPWIO,0.147440864
0,Amazon USA,Minute,Amazon USA,Amazon USA_20190523_121575,Product_20190523_76509,Product,Product,2019 Q1,B07BN51Q8M,Minute,,https://www.amazon.com/dp/B07BN51Q8M,"Minute, Long Grain White Rice, 72 Oz Box (Pack of 2)",Fast and easy preparation,About the product Easy-to-make long grain rice for a variety of healthy dishes Cooks up in just 1 minute! More,Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › White,,Yes,,Yes,General Rice;White Rice,USA,,Amazon Products,,B07BN51Q8M,0.090789396
8,Amazon USA,Bakery On Main,Amazon USA,Amazon USA_20190523_128093,Product_20190523_83027,Product,Product,2019 Q1,B01HZNPQ2Q,Bakery On Main,Brand,https://www.amazon.com/dp/B01HZNPQ2Q,"Bakery on Main Gluten Free Non-GMO Instant Oatmeal, Variety Pack, 10.5 Ounce Box",Bakery on Main Instant Oatmeal is a flavored hot cereal made with gluten free oats and grains.,"About the product Contains 1 - 10.5 ounce box (with 6 - 1.75 ounce packets inside) GFCO Certified, Kosher Parve, Non-GMO Project Verified Great source of fiber, whole grains, and omega 3 and omega 6 fatty acids Made with no GMOs, trans fats, dairy, casein, wheat, or cholesterol Low in sodium and saturated fats More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,3.8,Amazon Products,,B01HZNPQ2Q,0.524339127
1,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_127007,Product_20190523_81941,Product,Product,2019 Q1,B005GYJUW4,Zatarain's,Company,https://www.amazon.com/dp/B005GYJUW4,"Zatarian's Spanish Rice, 7.4-Ounce (Pack of 12)","Zatarian's Spanish Rice is an easy to prepare rice dish that has just the right blend of ingredients for a great tasting, authentic New Orleans's style meal. Zatarian's has been the leader in authentic New Orleans's style food since 1889. So when you want great flavor, jazz it up with Zatarian's.","About the product A perfect side dish Just the right seasoning Short on time, but on flavor Gluten free Pack of 12 7.4-ounce boxes More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Dirty Rice",,Yes,,Yes,General Rice,USA,5,Amazon Products,,B005GYJUW4,0.626135633
0,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_127430,Product_20190523_82364,Product,Product,2019 Q1,B004KVGZ9A,Zatarain's,Company,https://www.amazon.com/Zatarains-Orleans-Style-Jambalaya-Dinner/dp/B004KVGZ9A/ref=lp_6499441011_1_23_s_it/138-7387393-6798468?s=grocery&ie=UTF8&qid=1557667356&sr=1-23,Zatarain's New Orleans Style Jambalaya Pasta Dinner...,"This easy-to-prepare dinner mix has just the right blend of Ingredients for a great tasting, authentic New Orleans style meal. Zatarain's has been the leader in authentic New Orleans style food since 1889. so when you want great flavor, jazz it up with Zatarain's. With Zatarain's New Orleans style pasta dinners you can enjoy the fun of pasta and the authentic flavor of New Orleans. Just add sausage, chicken or shrimp to complete this easy-to-prepare dinner your whole family will love. And you know it has to be good because it's from Zatarain's--a New Orleans tradition since 1889.",,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Jambalaya",,Nope;Yes,,Yes,General Rice,USA,,Amazon Products,,B004KVGZ9A,0.563604592
0,Amazon USA,Quaker Oats,Amazon USA,Amazon USA_20190523_121438,Product_20190523_76372,Product,Product,2019 Q1,B00V3LL71G,Quaker,Company,https://www.amazon.com/dp/B00V3LL71G,"Quaker FrescAvena Vanilla Flavor Oat Beverage Mix, 11.1oz 3 Pack",Quaker FrescAvena Vanilla,About the product 3 Pack A Delicious and Nutritious Way For Your Childen to Enjoy Oats and Milk Every Day More,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,,Amazon Products,,B00V3LL71G,0.375587487
49,Amazon USA,thinkThin,Amazon USA,Amazon USA_20190523_126569,Product_20190523_81503,Product,Product,2019 Q1,B00YWL260A,thinkThin,Company,https://www.amazon.com/dp/B00YWL260A,"Oatmeal Packets by thinkThin, Instant Protein & Fiber Hot Oatmeal for On The Go- 10g Protein, 5g Fiber, Kosher - Farmer's Market Berry Crumble, 1.76 oz Packets (6 Boxes/6 Packetsper Box)","Rise and shine—brightly. The thick, rich texture features whole rolled oats, steel cut oats and the super-grain quinoa, perfectly balanced with a mouthwatering assortment of sweet strawberries, blueberries and raspberries.","About the product 10G PROTEIN: Helps support lean muscle, muscle recovery and growth, and satiety 5G FIBER: Good source of fiber, which helps support digestion 200 CALORIES OR LESS NON-GMO PROJECT VERIFIED: All ingredients are produced without the use of genetic engineering KOSHER 29G WHOLE GRAINS PER SERVING More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition. Whole Grain Blend (Rolled Oats, Steel Cut Oats, Quinoa), Dried Cane Syrup, Isolated Soy Protein, Chicory Root Fiber, Dried Berry Blend (Strawberries, Blueberries, Raspberries), Natural Flavors (Contains Milk), Sea Salt.Contains: Soy, Tree Nuts. Contains Soy, Milk. Manufactured in a facility that also processes Peanut, Tree Nuts, Wheat, Egg, and Milk.Manufactured in a facility that also processes Peanut, Tree Nuts, Wheat, Egg, and Milk.",Yes,,Yes,Oats,USA,3.2,Amazon Products,,B00YWL260A,0.5847259
0,Amazon USA,Mitica,Amazon USA,Amazon USA_20190523_122618,Product_20190523_77552,Product,Product,2019 Q1,B01EM9KYZK,Mitica,,https://www.amazon.com/dp/B01EM9KYZK,Calasparra Paella Rice - 5 kg,"Short grain rice from the town of Calasparra in southeast Spain. Has a high level of absorbency due to its longer growth cycle, making it great with broths and sauces. This rice will take on flavors extremely well due to its super high absorption properties. Calasparra is the traditional rice in Paella, and is perfect for Spanish dishes. The rice is grown in the mountains of Murcia, Spain and is irrigated by fresh water from old Roman aqueducts. Calasparra always cooks al dente and is very difficult to overcook.","About the product 5 kg Grown in the mountains of Murcia, Spain Irrigated by mountain water from ancient Roman aqueducts Super-high absorption properties Classic Paella rice, perfect for Spanish dishes More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Paella",,Yes,,Yes,General Rice,USA,,Amazon Products,,B01EM9KYZK,0.777777163
0,Amazon USA,Nagatanien,Amazon USA,Amazon USA_20190523_127474,Product_20190523_82408,Product,Product,2019 Q1,B0146O0ITI,Nagatanien,,https://www.amazon.com/dp/B0146O0ITI,Nagatanien adult sprinkled wrestlers miso five bags input X 10 6,"""Nagatanien adults sprinkled wrestlers miso"" carries the foot in the country of production area, using plenty of delicious seaweed survived to choose with their own eyes, but also children also sprinkled of satisfaction adults. It was the wrestlers miso of sumo room motif, is a taste that fits well in the salty-sweet miso base of rice. Popularity of the distribution master in TV programs and CM was devised.","About the product Product size (height x depth x width): 200mm X 14 Ingredients: seasoning granules (lactose, sugar, More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes",,Yes,,Yes,General Rice,USA,,Amazon Products,,B0146O0ITI,0.121027511
0,Amazon USA,Rice-A-Roni,Amazon USA,Amazon USA_20190523_126480,Product_20190523_81414,Product,Product,2019 Q1,B07DB83ZS3,Rice A Roni,Company,https://www.amazon.com/dp/B07DB83ZS3,"PACK OF 24 - Rice-A-Roni Rice & Vermicelli Mix, Beef, Family Size, 13.6 oz Box","Makes 2x more than our regular size! Our Rice-A-Roni Family Size Beef flavor blends rice and vermicelli with beef broth, onions, carrots, garlic and other natural flavors to create a savory side dish that is a delicious complement to your family's favorite beef recipes. Rice-A-Roni combines rice, pasta and the perfect mix of seasonings to create tasty side dishes and main dish recipes. With a variety of flavors available, there's bound to be one your whole family will love. Make dinner delicious tonight with the San Francisco Treat! Ingredients: Ingredients: Rice, Wheat Flour, Salt, Onions*, Hydrolyzed Soy Protein, Carrots*, Sugar, Monosodium Glutamate, Caramel Color, Beef Broth, Natural Flavor, Garlic*, Hydrolyzed Corn Protein, Hydrolyzed Wheat Protein, Ferric Orthophosphate, Niacinamide, Disodium Inosinate, Disodium Guanylate, Ferrous Sulfate, Corn Syrup Solids, Thiamin Mononitrate, Autolyzed Yeast Extract, Sweetened Condensed Milk (Milk, Sugar), Folic Acid, Riboflavin. *Dried. Directions: Instructions: Microwave DirectionsIn a 3-quart microwavable bowl, combine rice-vermicelli mix and cup of butter or margarine. Microwave uncovered at HIGH 1 minute. Stir. Microwave at HIGH 34 more minutes or until vermicelli is golden brown. Remove and stir in 5 cups water and Special Seasonings. Microwave uncovered, at HIGH 2326 minutes or until rice is tender. Let stand 5 minutes before serving.Microwave ovens vary; adjust times as needed. Less Fat Directions:Follow Range Top or Microwave Directions, except substitute butter with 1 tablespoon olive oil. Fat reduced to 2.5g from 7g per serving. Saturated Fat reduced to 0g from 1.5g per serving.","About the product Makes 2x more than our regular size!. Our Rice-A-Roni Family Size Beef flavor blends rice and vermicelli with beef broth, onions, carrots, garlic and other natural flavors to create a savory side dish that is a delicious complement to your family's favorite beef recipes. Rice-A-Roni combines rice, pasta and the perfect mix of seasonings to create tasty side dishes and main dish recipes. With a variety of flavors available, there's bound to be one your whole family will love. Make dinner delicious tonight with the San Francisco Treat! More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,,Amazon Products,,B07DB83ZS3,0.151669402
572,Amazon USA,Knorr,Amazon USA,Amazon USA_20190523_126429,Product_20190523_81363,Product,Product,2019 Q1,B000SRI0V6,Knorr,,https://www.amazon.com/dp/B000SRI0V6,"Knorr Fiesta Side Dish, Mexican Rice, 5.4 oz","Flavor: Mexican | Size: Pack of 1 Treat your taste buds with Knorr Fiesta Sides Mexican Rice (5.4oz). Our rice & pasta blend expertly combines peppers, onions, garlic, cilantro, and jalapeño peppers with authentic Mexican seasonings. Our deliciously seasoned Fiesta Sides are great as part of a delicious main dish or as a standalone rice side dish. Make Knorr Fiesta Sides the foundation of a crowd-pleasing dinner. Your family is sure to love the authentic Mexican seasonings of Knorr Fiesta Sides Mexican Rice (5.4oz). On top of tasting delicious, these Mexican side dishes by Knorr are quick and easy to prepare. Knorr Cajun rice dishes cook in just seven minutes on the stovetop or microwave. Knorr Rice Sides have no artificial flavors making it an excellent choice for creating a family-favorite meal. Use these easy rice side dishes to create a mouth-watering main dish. Simply prepare Knorr Fiesta Sides and add your favorite meat and vegetables to make a dinner your family is sure to love. You can find great recipes from Knorr like our chef-inspired Fiesta Lime Chicken & Rice -- simply add chicken, chopped tomatoes, and cheddar cheese. Discover more quick and delicious dinner ideas at Knorr.com. There are hundreds of recipes to help you find dinner inspiration. Knorr also has Cajun Sides, Pasta Sides, Italian Sides and more. Knorr offers more than 40 varieties of rice and pasta sides so you can be sure to find flavors your family will love. Knorr believes that good food matters and everyday meals can be just as magical as special occasions. Knorr products owe their taste and flavors to the culinary skills and passion of our chefs. Knorr sources high-quality ingredients to create delicious side dishes, bouillons, sauces, gravies, soups and seasonings enjoyed by families everywhere.","About the product Knorr Fiesta Sides Mexican Rice (5.4oz) is a rice & pasta blend side dish that enhances meals with amazing flavor Mexican Rice Fiesta Sides expertly combines peppers, onions, garlic, cilantro, and jalapeño peppers with authentic Mexican seasonings No artificial flavors Quick and easy to prepare - Cooks in 7 minutes Stovetop or microwave cooking More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Pilaf",,Yes,,Yes,General Rice,USA,4.2,Amazon Products,,B000SRI0V6,0.630037784
1,Amazon USA,Pure Living,Amazon USA,Amazon USA_20190523_127837,Product_20190523_82771,Product,Product,2019 Q1,B07CVKVPP9,Pure Living,,https://www.amazon.com/dp/B07CVKVPP9,"Pure Living - Organic Sprouted Rolled Oats, 2 Packs - 16 Ounce each","Cooking Directions: Add 1 cup Sprouted Rolled Oats to 2 cups boiling water or milk. Lower heat, cover, and simmer about 15 minutes, or until desired consistency is reached. Season to taste and serve.","About the product Organic Non GMO Sprouted Whole Grain Rolled Oats 16 oz - 2 Pack Sprouting increases the bioavailability of key nutrients in the whole grain and simplifies their absorption by the body for energy and nourishment Sweeten with dried fruit, honey, maple syrup or other natural sweeteners. Top with nuts for an added crunch. Substitute for breadcrumbs in recipes, add to baking recipes for increased nutrition, or a topping for crumbles. More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Nope;Yes,,Yes,Oats,USA,5,Amazon Products,,B07CVKVPP9,0.475728117
3,Amazon USA,Bob's Red Mill,Amazon USA,Amazon USA_20190523_156062,Product_20190523_110996,Product,,2019 Q1,B005CD3I18,Bob's Red Mill,Company,https://www.amazon.com/dp/B005CD3I18,"Bob's Red Mill Basmati White Rice, 27 oz","Premium Quality All Natural Kosher Carefully selected from the finest rice crops of California, Bob's Red Mill Long Grain Basmati White Rice makes a wholesome and delicious addition to your table. Long Grain Basmati White Rice is an aromatic rice that is low in fat and a good source of protein and iron.","About the product Carefully selected from the finest rice crops of California, Bob's Red Mill Long Grain Basmati White Rice makes a wholesome and delicious addition to your table Bob's Red Mill More",Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Basmati,,Yes,,Yes,Basmati Rice,USA,5,Amazon by ASIN,,B005CD3I18,0.490404563
0,Amazon USA,Tiberino,Amazon USA,Amazon USA_20190523_120424,Product_20190523_75358,Product,Product,2019 Q1,B0748RBWZS,Tiberino,,https://www.amazon.com/dp/B0748RBWZS,"Tiberino's Real Italian Meals - Risotto ""Positano"" Zucchini & tomato","These amazing Imported risotto dishes can be easily cooked in minutes, and do not require any additional ingredients. All ingredients used are 100% natural! You can cook these in just 1 pan with no straining of water required either! These are fantastic for the family that likes to eat well but doesn't always have a lot of time to prepare a meal. One taste and you will agree! This risotto is a wonderful rice with lots of flavor, a great accompaniment to any meal, especially seafood.","About the product All natural ingredients, No GMO's, Vegan friendly Imported from Italy No additives, no preservatives, no artificial coloring Ingredients are naturally dried in the sun 1 pan cooking with no straining needed! Great easy meal More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Pasta & Noodle Dishes",,Yes,,Yes,General Rice,USA,,Amazon Products,,B0748RBWZS,0.875096198
0,Amazon USA,Hamasakiya,Amazon USA,Amazon USA_20190523_124892,Product_20190523_79826,Product,Product,2019 Q1,B00SKJWTX4,Hamasakiya,,https://www.amazon.com/dp/B00SKJWTX4,"【Made by Ariake Kumamoto Prefecture of Japan】 The best harvested nori tsukudani 250 g Japanese food, rice dish",It will be delivered from Japan.,"About the product I made luxurious Tsukudani boiled using only the first pick (autumn bud) Contents: 250 g Raw materials: glue (Ariake), sorbit, sugar, starch syrup, soy sauce, mirin, bonito, kelp, sake, protein hydrolyzate, salt, pepper, agar, seasoning (amino acid etc.), PH regulator, Raw materials include soybeans, wheat) Expiration date: 180 days at room temperature from manufacturing date Preservation method: Please save to avoid direct sunlight, heat and humidity. (Please keep it in the refrigerator after opening and eat it as soon as possible) More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00SKJWTX4,0.358800856
0,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_127551,Product_20190523_82485,Product,Product,2019 Q1,B07DK2CF3Y,Zatarain's,Company,https://www.amazon.com/Zatarains-Yellow-Rice-Ounce-Pack/dp/B07DK2CF3Y/ref=lp_6499440011_1_11_s_it?s=grocery&ie=UTF8&qid=1557667371&sr=1-11,"Zatarain's Yellow Rice Mix, 51 Ounce (Pack of 6)","Jambalaya -- das berühmteste Rezept in Louisiana kombiniert Reis mit Gewürzen, Gewürzen, Gemüse und einer Vielzahl von Fleisch oder Meeresfrüchten. Zatarain's neue Orleans Style Jambalaya Mischung hat den Reis und die Gewürze vorgemessen, so dass Sie nur noch Wasser und Ihre Wahl von Protein für eine klassische neue Orleans Spezialität. Jambalaya kann als herzhaftes Beilage oder als Hauptmahlzeit serviert werden. Fleischvarianten: Jambalaya kann auch mit Schinken, Wild, Meeresfrüchten oder einem vorgekochten Fleisch zubereitet werden. Auch die Kombination von Fleisch und Meeresfrüchten sind köstlich. Flüssigkeitsvariationen: anstelle von kaltem Wasser können andere Flüssigkeiten hinzugefügt werden, um Geschmack zu variieren. Fleisch oder Meeresfrüchte können ein vollständiger oder teilweise Ersatz für Wasser sein. Für den Geschmack von neuen Orleans, probieren Sie diese anderen zatarain's Foodservice-Produkte: schmutzige Reismischung, Gumbo-Basis, Garnelencreole, Kreolenpilaf, rote Bohnen Würzen, Etoffee Mix, Frit, Creole Senf, Creole Gewürze, Garnelen & Krabben kochen.","Über das Produkt Premium-Mischung aus Reis, dehydriertem Gemüse und Gewürzen Keine MSG hinzugefügt Hergestellt von Zatarain's, kombiniert Geschmack und Qualität Für kulinarische Profis zugeschnitten, um Menüs zu inspirieren Fügen Sie Ihre Auswahl an Hühnern, Schinken, Wurst oder Meeresfrüchten hinzu, um eine aromatische Jambalaya zu kreieren. Weitere",Grocery & Gourmet Food › Pantry Staples › Konserven & Eingelegtes › Fertiggerichte › Reisgerichte › Dirty Rice,,Yes,,Yes,General Rice,USA,,Amazon Products,,B07DK2CF3Y,0.367241695
0,Amazon USA,Rill Foods,Amazon USA,Amazon USA_20190523_120788,Product_20190523_75722,Product,Product,2019 Q1,B07KLCT713,Rill Foods,,https://www.amazon.com/dp/B07KLCT713,Steptoe Butte Barley & Mushroom Soup Mix Family Size 10 Cups,Barley is one of those grains that will fill you up every time. It has a delicious nutty flavor and almost pasta consistency that pairs great with the creamy meaty texture of mushrooms. This soup cooks quicker than beans but packs in just as many nutrients.,,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Dry Soup Mixes",,Nope;Yes,,Yes,Barley,USA,,Amazon Products,,B07KLCT713,0.542757458
